# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 28 14:40:53 2025
#
# User preference: *
#
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_icmag:       I (Cousins) Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
#
disposition,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_trandep,pl_trandur,pl_occdep,pl_rvamp,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_dens,st_vsin,st_rotp,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag
CONFIRMED,10.59366000000,,1.71000000,0.15300000,,,,,,,0,0.21000000,2.4000000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.360000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h13m22.65s,18.3443908,+08d59m14.76s,8.9874328,102.48300000,17.3530000,15.7840000,12.1070000,11.4870000,11.2490000,19.4436000,16.7246000,15.3046000,14.1089000,13.4681000,11.1170000,11.0240000,10.8140000,9.2210000,14.8150000,,13.6157000,14.847
CONFIRMED,3.83553000000,,1.05400000,0.09403000,,,,,,,0,0.09830000,1.6392000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.321000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.47980000,15.6390000,14.1750000,10.9300000,10.3350000,10.1170000,17.5194000,15.2151000,14.5905000,15.7528000,12.4406000,9.9670000,9.8770000,9.8430000,8.7660000,13.3119000,,12.2448000,13.384
CONFIRMED,3.83537600000,,1.50000000,0.13000000,,,,,,,0,,1.5408000,,,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,0.450000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.47980000,15.6390000,14.1750000,10.9300000,10.3350000,10.1170000,17.5194000,15.2151000,14.5905000,15.7528000,12.4406000,9.9670000,9.8770000,9.8430000,8.7660000,13.3119000,,12.2448000,13.384
CONFIRMED,3.83559200000,0.0365000000,1.35000000,0.12043893,,,,,20.8000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M1.5 V,3585.00,0.429000,0.440000,-0.3200,[Fe/H],4.820000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.47980000,15.6390000,14.1750000,10.9300000,10.3350000,10.1170000,17.5194000,15.2151000,14.5905000,15.7528000,12.4406000,9.9670000,9.8770000,9.8430000,8.7660000,13.3119000,,12.2448000,13.384
CONFIRMED,3.83547600000,0.0373000000,1.49000000,0.13292890,,,,,,566.00,0,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3695.00,0.450000,0.470000,-0.1900,[Fe/H],4.800000,6.736000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m13.15s,19.3047733,+09d30m04.56s,9.5012663,69.47980000,15.6390000,14.1750000,10.9300000,10.3350000,10.1170000,17.5194000,15.2151000,14.5905000,15.7528000,12.4406000,9.9670000,9.8770000,9.8430000,8.7660000,13.3119000,,12.2448000,13.384
CONFIRMED,32.65270000000,0.1735000000,2.81000000,0.25069141,,,,,2.9000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3940.00,0.631000,0.654000,0.0900,[Fe/H],4.657000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.44900000,15.0980000,13.7280000,10.9560000,10.2770000,10.0960000,,,,,,10.0160000,10.0390000,9.9900000,8.5810000,13.0383000,,12.1016000,13.114
CONFIRMED,32.64790000000,0.1716000000,2.29000000,0.20430012,,,,,,337.00,0,0.15900000,4.0000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4044.00,0.610000,0.630000,0.1200,[Fe/H],4.670000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h06m31.78s,181.6324078,-05d49m38.75s,-5.8274311,108.44900000,15.0980000,13.7280000,10.9560000,10.2770000,10.0960000,,,,,,10.0160000,10.0390000,9.9900000,8.5810000,13.0383000,,12.1016000,13.114
CONFIRMED,7.51574000000,0.0614000000,2.00000000,0.17842805,,,,,,497.00,0,0.12900000,2.3000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,3845.00,0.530000,0.550000,-0.0900,[Fe/H],4.730000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765,143.12500000,16.4370000,14.9600000,12.0230000,11.3910000,11.2070000,18.4272000,15.8298000,14.4086000,14.4536000,13.2539000,11.1010000,11.0460000,11.0190000,8.6890000,14.2706000,,13.2766000,14.331
CONFIRMED,7.51554000000,0.0601000000,2.00000000,0.17842805,,,,,11.8000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M3.0 V,3720.00,0.495000,0.512000,-0.2600,[Fe/H],4.761000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m14.13s,183.8088709,+02d01m15.16s,2.0208765,143.12500000,16.4370000,14.9600000,12.0230000,11.3910000,11.2070000,18.4272000,15.8298000,14.4086000,14.4536000,13.2539000,11.1010000,11.0460000,11.0190000,8.6890000,14.2706000,,13.2766000,14.331
CONFIRMED,3.67635000000,0.0408000000,2.23000000,0.19894727,,,,,57.5000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978.00,0.649000,0.672000,0.1900,[Fe/H],4.645000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.35600000,15.4350000,13.8610000,11.2190000,10.5190000,10.3680000,17.4976000,14.7597000,13.3987000,15.8428000,12.3907000,10.2840000,10.3540000,10.1500000,8.1140000,13.3173000,,12.3813000,13.351
CONFIRMED,3.67626000000,0.0405000000,1.99000000,0.17753591,,,,,,715.00,0,0.11000000,1.7000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4097.00,0.630000,0.650000,0.2100,[Fe/H],4.650000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.35600000,15.4350000,13.8610000,11.2190000,10.5190000,10.3680000,17.4976000,14.7597000,13.3987000,15.8428000,12.3907000,10.2840000,10.3540000,10.1500000,8.1140000,13.3173000,,12.3813000,13.351
CONFIRMED,7.95486000000,0.0677000000,2.07000000,0.18467303,,,,,,552.00,0,0.11000000,2.1000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4097.00,0.630000,0.650000,0.2100,[Fe/H],4.650000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.35600000,15.4350000,13.8610000,11.2190000,10.5190000,10.3680000,17.4976000,14.7597000,13.3987000,15.8428000,12.3907000,10.2840000,10.3540000,10.1500000,8.1140000,13.3173000,,12.3813000,13.351
CONFIRMED,7.95478000000,0.0683000000,2.10000000,0.18734945,,,,,20.5000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,M0.0 V,3978.00,0.649000,0.672000,0.1900,[Fe/H],4.645000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h36m00.36s,189.0015173,-02d40m10.64s,-2.6696217,129.35600000,15.4350000,13.8610000,11.2190000,10.5190000,10.3680000,17.4976000,14.7597000,13.3987000,15.8428000,12.3907000,10.2840000,10.3540000,10.1500000,8.1140000,13.3173000,,12.3813000,13.351
CONFIRMED,6.34200000000,0.0562000000,1.80000000,0.16058524,,,,,,708.00,0,0.06800000,2.4096000,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,4258.00,0.580000,0.650000,-0.3000,[Fe/H],4.600000,,,34.80000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,6.34365000000,0.0546000000,1.55000000,0.13828174,,,,,19.9000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919.00,0.526000,0.540000,-0.4200,[Fe/H],4.732000,5.410000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,13.85348700000,,,,,,,,,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919.00,0.526000,0.540000,-0.4200,[Fe/H],4.732000,5.410000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,13.85000000000,0.0946000000,2.60000000,0.23195646,,,,,,583.00,0,0.10300000,3.5280000,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,4258.00,0.580000,0.650000,-0.3000,[Fe/H],4.600000,,,34.80000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,13.85327454047,,2.20988390,0.19715298,,,,,9.7561,450.75,0,0.10681331,3.1969542,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3893.47,0.655766,,,,4.582720,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,13.85402000000,0.0920000000,1.95000000,0.17396735,,,,,7.0000,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919.00,0.526000,0.540000,-0.4200,[Fe/H],4.732000,5.410000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,40.71800000000,0.1937000000,1.90000000,0.16950665,,,,,,381.00,0,0.07400000,4.4640000,,,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.476L..50D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,,4258.00,0.580000,0.650000,-0.3000,[Fe/H],4.600000,,,34.80000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,40.68350000000,0.1886000000,1.64000000,0.14631100,,,,,1.6700,,0,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..124H/abstract target=ref>Hirano et al. 2018</a>,,3919.00,0.526000,0.540000,-0.4200,[Fe/H],4.732000,5.410000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m52.71s,65.4696140,+21d21m11.75s,21.3532633,72.79980000,14.0730000,12.7730000,10.2740000,9.6860000,9.4960000,16.2529000,13.7327000,12.4368000,11.8768000,13.2620000,9.4350000,9.4040000,9.3430000,8.3170000,12.2528000,,11.4529000,12.656
CONFIRMED,0.81314900000,,1.14414279,0.10207358,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4460.00,0.615543,0.642263,-0.3300,[Fe/H],4.680000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552,150.21000000,14.6370000,13.4000000,11.1390000,10.5720000,10.3910000,,,,,,10.3500000,10.4080000,10.2560000,8.6080000,12.9484000,,12.2048000,12.947
CONFIRMED,0.81314000000,0.0149000000,1.15000000,0.10259613,,,,,,1347.00,0,0.02900000,1.3000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4597.00,0.660000,0.660000,-0.2500,[Fe/H],4.620000,,1.8000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552,150.21000000,14.6370000,13.4000000,11.1390000,10.5720000,10.3910000,,,,,,10.3500000,10.4080000,10.2560000,8.6080000,12.9484000,,12.2048000,12.947
CONFIRMED,0.81314300000,,1.10000000,0.09813560,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,4460.00,0.620000,,-0.3300,[Fe/H],4.700000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h10m47.92s,182.6996730,-06d17m39.68s,-6.2943552,150.21000000,14.6370000,13.4000000,11.1390000,10.5720000,10.3910000,,,,,,10.3500000,10.4080000,10.2560000,8.6080000,12.9484000,,12.2048000,12.947
CONFIRMED,0.36525700000,,1.05548088,0.09416370,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5456.00,0.875749,0.939509,0.1300,[Fe/H],4.550000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178,298.37300000,13.6090000,12.9420000,11.3980000,11.0230000,10.9800000,,,,,,10.9190000,10.9620000,11.1050000,9.0570000,12.6419000,,12.1305000,12.604
CONFIRMED,0.36526100000,,1.00000000,0.08921418,,,,,,,0,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,5456.00,0.880000,,0.1300,[Fe/H],4.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178,298.37300000,13.6090000,12.9420000,11.3980000,11.0230000,10.9800000,,,,,,10.9190000,10.9620000,11.1050000,9.0570000,12.6419000,,12.1305000,12.604
CONFIRMED,0.36525750000,0.0096200000,0.93500000,0.08340000,1.14000000,0.00360000,Mass,,6660.0000,2432.00,0,0.00990000,1.1610000,,1.10000,<a refstr=CASTRO_GONZ_AMP_AACUTE_LEZ_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250420999C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2025</a>,G9 V,5334.00,0.860000,0.890000,0.0200,[Fe/H],4.450000,,3.0000,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h15m00.36s,183.7514959,-05d46m55.26s,-5.7820178,298.37300000,13.6090000,12.9420000,11.3980000,11.0230000,10.9800000,,,,,,10.9190000,10.9620000,11.1050000,9.0570000,12.6419000,,12.1305000,12.604
CONFIRMED,10.06210600000,,2.63456976,0.23504057,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5489.00,0.892097,0.932757,0.0700,[Fe/H],4.460000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.29900000,12.3370000,11.7740000,10.4320000,10.0510000,9.9740000,,,,,,9.9490000,10.0070000,9.9490000,8.8560000,11.6134000,,11.1171000,11.678
CONFIRMED,10.06049000000,0.0887000000,2.64000000,0.23552502,,,,,,794.00,0,0.07000000,3.8000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5503.00,0.950000,0.920000,0.0700,[Fe/H],4.450000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.29900000,12.3370000,11.7740000,10.4320000,10.0510000,9.9740000,,,,,,9.9490000,10.0070000,9.9490000,8.8560000,11.6134000,,11.1171000,11.678
CONFIRMED,5.90279000000,0.0622000000,1.28000000,0.11419395,,,,,,948.00,0,0.01500000,5.0000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5503.00,0.950000,0.920000,0.0700,[Fe/H],4.450000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h59m45.53s,179.9397081,-05d43m18.08s,-5.7216879,197.29900000,12.3370000,11.7740000,10.4320000,10.0510000,9.9740000,,,,,,9.9490000,10.0070000,9.9490000,8.8560000,11.6134000,,11.1171000,11.678
CONFIRMED,12.42205000000,0.1013000000,2.26000000,0.20162370,,,,,,684.00,0,0.06500000,3.3000000,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,5425.00,0.830000,0.900000,-0.0700,[Fe/H],4.560000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053,170.99800000,12.5710000,11.9950000,10.4620000,10.0720000,9.9780000,14.5825000,12.6192000,11.7129000,13.2163000,12.8545000,9.9470000,9.9930000,10.0330000,8.3780000,11.6397000,,11.1353000,11.729
CONFIRMED,12.42107800000,,2.20753881,0.19694342,,,,,,,0,,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5419.00,0.829915,0.885700,-0.1000,[Fe/H],4.570000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h02m09.81s,180.5408896,-03d34m51.26s,-3.5809053,170.99800000,12.5710000,11.9950000,10.4620000,10.0720000,9.9780000,14.5825000,12.6192000,11.7129000,13.2163000,12.8545000,9.9470000,9.9930000,10.0330000,8.3780000,11.6397000,,11.1353000,11.729
CONFIRMED,7.62117000000,,1.87000000,0.16700000,,,,,,,0,0.10410000,2.1840000,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,0.544000,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.96700000,15.6620000,14.6680000,12.7640000,12.2070000,12.0870000,,,,,,12.0610000,12.0980000,12.3410000,8.9950000,14.3234000,,13.6771000,14.298
